TITLE = "Structure solver displceament, velocity and acceleration"
Variables = t, u, u_dot, u_ddot
0.000000 0.0100000000 0.0000000000 -1.0000000000
0.010000 0.0099501247 -0.0099750623 -0.9950124688
0.020000 0.0098009963 -0.0198506228 -0.9800996262
0.030000 0.0095541023 -0.0295281721 -0.9554102288
0.040000 0.0092119055 -0.0389111760 -0.9211905547
0.050000 0.0087778195 -0.0479060385 -0.8777819475
0.060000 0.0082561741 -0.0564230353 -0.8256174105
0.070000 0.0076521729 -0.0643772088 -0.7652172885
0.080000 0.0069718408 -0.0716892156 -0.6971840763
0.090000 0.0062219641 -0.0782861181 -0.6221964094
0.100000 0.0054100229 -0.0841021116 -0.5410022946
0.110000 0.0045441165 -0.0890791813 -0.4544116482
0.120000 0.0036328822 -0.0931676806 -0.3632882172
0.130000 0.0026854096 -0.0963268265 -0.2685409636
0.140000 0.0017111500 -0.0985251063 -0.1711149972
0.150000 0.0007198215 -0.0997405921 -0.0719821480
0.160000 -0.0002786873 -0.0999611592 0.0278687276
0.170000 -0.0012744161 -0.0991846075 0.1274416109
0.180000 -0.0022574326 -0.0974186831 0.2257432562
0.190000 -0.0032179310 -0.0946810014 0.3217930984
0.200000 -0.0041463303 -0.0909988707 0.4146330345
0.210000 -0.0050333698 -0.0864090206 0.5033369801
0.220000 -0.0058702011 -0.0809572352 0.5870201080
0.230000 -0.0066484767 -0.0746978963 0.6648476738
0.240000 -0.0073604334 -0.0676934412 0.7360433425
0.250000 -0.0079989693 -0.0600137398 0.7998969330
0.260000 -0.0085577150 -0.0517353976 0.8557715017
0.270000 -0.0090310970 -0.0429409916 0.9031096963
0.280000 -0.0094143932 -0.0337182466 0.9414393155
0.290000 -0.0097037802 -0.0241591599 0.9703780187
0.300000 -0.0098963714 -0.0143590841 0.9896371407
0.310000 -0.0099902457 -0.0044157756 0.9990245706
0.320000 -0.0099844667 0.0055715806 0.9984466680
0.330000 -0.0098790920 0.0155033600 0.9879091978
0.340000 -0.0096751727 0.0252804923 0.9675172716
0.350000 -0.0093747430 0.0348054502 0.9374743004
0.360000 -0.0089807996 0.0439832215 0.8980799646
0.370000 -0.0084972723 0.0527222574 0.8497272251
0.380000 -0.0079289840 0.0609353856 0.7928984036
0.390000 -0.0072816037 0.0685406795 0.7281603711
0.400000 -0.0065615889 0.0754622758 0.6561588934
0.410000 -0.0057761219 0.0816311312 0.5776121900
0.420000 -0.0049330377 0.0869857110 0.4933037689
0.430000 -0.0040407461 0.0914726029 0.4040746119
0.440000 -0.0031081479 0.0950470499 0.3108147855
0.450000 -0.0021445456 0.0976733966 0.2144545623
0.460000 -0.0011595514 0.0993254451 0.1159551414
0.470000 -0.0001629906 0.0999867161 0.0162990608
0.480000 0.0008351960 0.0996506134 -0.0835196040
0.490000 0.0018250516 0.0983204896 -0.1825051556
0.500000 0.0027967021 0.0960096128 -0.2796702068
0.510000 0.0037404553 0.0927410341 -0.3740455303
0.520000 0.0046468973 0.0885473579 -0.4646897263
0.530000 0.0055069861 0.0834704162 -0.5506986133
0.540000 0.0063121425 0.0775608519 -0.6312142473
0.550000 0.0070543348 0.0708776132 -0.7054334798
0.560000 0.0077261597 0.0634873660 -0.7726159694
0.570000 0.0083209157 0.0554638283 -0.8320915665
0.580000 0.0088326700 0.0468870355 -0.8832669984
0.590000 0.0092563179 0.0378425415 -0.9256317869
0.600000 0.0095876334 0.0284205659 -0.9587633406
0.610000 0.0098233117 0.0187150933 -0.9823311703
0.620000 0.0099610019 0.0088229366 -0.9961001852
0.630000 0.0099993304 -0.0011572295 -0.9999330387
0.640000 0.0099379150 -0.0111258522 -0.9937914979
0.650000 0.0097773682 -0.0209834938 -0.9777368248
0.660000 0.0095192917 -0.0306318238 -0.9519291660
0.670000 0.0091662595 -0.0399745994 -0.9166259544
0.680000 0.0087217934 -0.0489186259 -0.8721793418
0.690000 0.0081903269 -0.0573746860 -0.8190326858
0.700000 0.0075771613 -0.0652584301 -0.7577161278
0.710000 0.0068884130 -0.0724912172 -0.6888413041
0.720000 0.0061309525 -0.0790009000 -0.6130952455
0.730000 0.0053123352 -0.0847225438 -0.5312335236
0.740000 0.0044407271 -0.0895990750 -0.4440727141
0.750000 0.0035248225 -0.0935818499 -0.3524822517
0.760000 0.0025737576 -0.0966311399 -0.2573757568
0.770000 0.0015970192 -0.0987165283 -0.1597019227
0.780000 0.0006043505 -0.0998172132 -0.0604350520
0.790000 -0.0003943466 -0.0999222151 0.0394346622
0.800000 -0.0013891101 -0.0990304867 0.1389110131
0.810000 -0.0023700172 -0.0971509231 0.2370017180
0.820000 -0.0033272832 -0.0943022729 0.3327283160
0.830000 -0.0042513593 -0.0905129517 0.4251359283
0.840000 -0.0051330278 -0.0858207581 0.5133027832
0.850000 -0.0059634941 -0.0802724972 0.5963494109
0.860000 -0.0067344742 -0.0739235130 0.6734474160
0.870000 -0.0074382774 -0.0668371372 0.7438277411
0.880000 -0.0080678834 -0.0590840568 0.8067883382
0.890000 -0.0086170117 -0.0507416093 0.8617011713
0.900000 -0.0090801848 -0.0418930110 0.9080184814
0.910000 -0.0094527825 -0.0326265274 0.9452782506
0.920000 -0.0097310881 -0.0230345921 0.9731088104
0.930000 -0.0099123255 -0.0132128853 0.9912325490
0.940000 -0.0099946868 -0.0032593791 0.9994686812
0.950000 -0.0099773505 0.0067266395 0.9977350510
0.960000 -0.0098604895 0.0166455595 0.9860489515
0.970000 -0.0096452695 0.0263984391 0.9645269522
0.980000 -0.0093338374 0.0358879925 0.9333837364
0.990000 -0.0089292996 0.0450195610 0.8929299596
1.000000 -0.0084356915 0.0537020565 0.8435691509
1.010000 -0.0078579369 0.0618488707 0.7857936872
1.020000 -0.0072017988 0.0693787386 0.7201798826
1.030000 -0.0064738224 0.0762165492 0.6473822387
1.040000 -0.0056812692 0.0822940950 0.5681269166
1.050000 -0.0048320449 0.0875507520 0.4832044931
1.060000 -0.0039346207 0.0919340849 0.3934620747
1.070000 -0.0029979485 0.0954003695 0.2997948475
1.080000 -0.0020313715 0.0979150294 0.2031371481
1.090000 -0.0010445314 0.0994529809 0.1044531429
1.100000 -0.0000472721 0.0999988827 0.0047272111
1.110000 0.0009504587 0.0995472893 -0.0950458749
1.120000 0.0019387087 0.0981027056 -0.1938708724
1.130000 0.0029076200 0.0956795413 -0.2907619958
1.140000 0.0038475275 0.0923019675 -0.3847527502
1.150000 0.0047490557 0.0880036759 -0.4749055719
1.160000 0.0056032118 0.0828275422 -0.5603211810
1.170000 0.0064014755 0.0768251985 -0.6401475513
1.180000 0.0071358841 0.0700565187 -0.7135884099
1.190000 0.0077991118 0.0625890208 -0.7799111797
1.200000 0.0083845429 0.0544971934 -0.8384542867
1.210000 0.0088863376 0.0458617532 -0.8886337600
1.220000 0.0092994906 0.0367688391 -0.9299490562
1.230000 0.0096198805 0.0273091536 -0.9619880525
1.240000 0.0098443116 0.0175770575 -0.9844311580
1.250000 0.0099705450 0.0076696292 -0.9970545014
1.260000 0.0099973216 -0.0023143041 -0.9997321640
1.270000 0.0099243744 -0.0122751521 -0.9924374358
1.280000 0.0097524308 -0.0221135547 -0.9752430824
1.290000 0.0094832062 -0.0317313732 -0.9483206185
1.300000 0.0091193860 -0.0410326693 -0.9119385972
1.310000 0.0086645993 -0.0499246619 -0.8664599316
1.320000 0.0081233827 -0.0583186530 -0.8123382742
1.330000 0.0075011349 -0.0661309118 -0.7501134918
1.340000 0.0068040628 -0.0732835107 -0.6804062806
1.350000 0.0060391197 -0.0797051019 -0.6039119743
1.360000 0.0052139361 -0.0853316298 -0.5213936084
1.370000 0.0043367431 -0.0901069694 -0.4336743087
1.380000 0.0034162908 -0.0939834864 -0.3416290808
1.390000 0.0024617608 -0.0969225122 -0.2461760816
1.400000 0.0014826746 -0.0988947299 -0.1482674605
1.410000 0.0004887986 -0.0998804665 -0.0488798623
1.420000 -0.0005099532 -0.0998698892 0.0509953156
1.430000 -0.0015036181 -0.0988631036 0.1503618120
1.440000 -0.0024822844 -0.0968701523 0.2482284400
1.450000 -0.0034361897 -0.0939109153 0.3436189738
1.460000 -0.0043558189 -0.0900149110 0.4355818869
1.470000 -0.0052319984 -0.0852210023 0.5231998436
1.480000 -0.0060559885 -0.0795770089 0.6055988492
1.490000 -0.0068195697 -0.0731392298 0.6819569685
1.500000 -0.0075151252 -0.0659718823 0.7515125245
1.510000 -0.0081357170 -0.0581464612 0.8135716963
1.520000 -0.0086751544 -0.0497410255 0.8675154396
1.530000 -0.0091280566 -0.0408394200 0.9128056624
1.540000 -0.0094899059 -0.0315304387 0.9489905918
